schid,school_name,level,gleaid,gleaname,maname,fips,lon,lat,charter,private,magnet,tps,population_school,minority_school,radius_nbrsch,count_nbrsch,population_nbrsch,minority_nbrsch,SCI_sys,glea_seg,urban,suburban,townrural
A9105719,Hollow Amish School,1,4218900,Pequea Valley SD,Lancaster PA,42,-76.081651,40.05553,0,1,0,0,23,0,1,3,63,0,.0116493,.6026751,0,0,1
A9105805,Meadow Lane School,1,4218900,Pequea Valley SD,Lancaster PA,42,-76.097851,40.064403,0,1,0,0,19,0,1,2,41,0,.0096234,.6026751,0,0,1
A9105859,Muddy Run Amish School,1,4218900,Pequea Valley SD,Lancaster PA,42,-76.158908,40.046092,0,1,0,0,22,0,1,3,175,4,.0111428,.6026751,0,0,1
A9106018,Springhead Amish School/Sam Ebersol Chairman,1,4218900,Pequea Valley SD,Lancaster PA,42,-75.979621,40.03461,0,1,0,0,11,0,1,1,29,0,.0055714,.6026751,0,0,1
A9106099,Westfield Amish Parochial School,1,4218900,Pequea Valley SD,Lancaster PA,42,-76.096531,40.03953,0,1,0,0,17,0,1,2,71,1,.0086104,.6026751,0,0,1
A9303921,Newport School,1,4218900,Pequea Valley SD,Lancaster PA,42,-76.093611,40.033133,0,1,0,0,24,0,1,2,71,1,.0121558,.6026751,0,1,0
A9503511,East Gordon School,1,4218900,Pequea Valley SD,Lancaster PA,42,-76.121631,40.021388,0,1,0,0,14,0,1,1,31,0,.0070909,.6026751,0,0,1
A9702968,Millwood School,1,4218900,Pequea Valley SD,Lancaster PA,42,-76.018753,40.018018,0,1,0,0,16,0,1,1,286,9,.0081039,.6026751,0,0,1
A9702985,New Milltown Amish Parochial School,1,4218900,Pequea Valley SD,Lancaster PA,42,-76.057141,40.0289,0,1,0,0,16,0,1,1,33,0,.0081039,.6026751,0,0,1
01198596,Linville Hill Christian School,2,4218900,Pequea Valley SD,Lancaster PA,42,-76.060631,39.97271,0,1,0,0,73,2,2,1,98,2,.0332534,.59340715,0,0,1
01199851,Meadow View School,2,4218900,Pequea Valley SD,Lancaster PA,42,-76.150745,40.039619,0,1,0,0,8,0,1,4,87,1,.0078747,.59340715,0,0,1
01199986,Weavertown Mennonite School,2,4218900,Pequea Valley SD,Lancaster PA,42,-76.162001,40.04545,0,1,0,0,49,1,1,3,75,1,.0289309,.59340715,0,0,1
01200133,Hickory Grove School,2,4218900,Pequea Valley SD,Lancaster PA,42,-76.106351,40.0213,0,1,0,0,12,0,1,1,74,9,.011812,.59340715,0,1,0
01907538,Beaver Dam Amish School/Abnew Kauffman Chairman,2,4218900,Pequea Valley SD,Lancaster PA,42,-75.953386,40.047706,0,1,0,0,13,0,2,3,60,0,.0127964,.59340715,0,0,1
01907786,Irishtown School C/O Samuel Stoltzfus,2,4218900,Pequea Valley SD,Lancaster PA,42,-76.144801,40.0241,0,1,0,0,12,0,1,1,24,0,.011812,.59340715,0,1,0
01907822,Limeville Amish School,2,4218900,Pequea Valley SD,Lancaster PA,42,-75.980748,40.007357,0,1,0,0,11,0,1,1,21,0,.0108277,.59340715,0,0,1
01908021,Spring Garden Parochial School,2,4218900,Pequea Valley SD,Lancaster PA,42,-76.033071,40.04168,0,1,0,0,9,0,1,1,18,0,.008859,.59340715,0,0,1
421890002647,Paradise El Sch,2,4218900,Pequea Valley SD,Lancaster PA,42,-76.107249,40.00802,0,0,0,1,62,9,1,1,74,9,.1126851,.59340715,0,1,0
421890002648,Salisbury El Sch,2,4218900,Pequea Valley SD,Lancaster PA,42,-76.004566,40.018241,0,0,0,1,54,2,1,1,61,2,.0145511,.59340715,0,0,1
421890006300,Pequea Valley Intrmd Sch,2,4218900,Pequea Valley SD,Lancaster PA,42,-76.060924,40.022939,0,0,0,1,214,29,1,1,225,29,.349097,.59340715,0,0,1
A0108970,Peach Lane School,2,4218900,Pequea Valley SD,Lancaster PA,42,-76.113544,39.955936,0,1,0,0,8,0,2,1,16,0,.0078747,.59340715,0,0,1
A0108974,Pequea Christian School,2,4218900,Pequea Valley SD,Lancaster PA,42,-75.96294,40.029727,0,1,0,0,25,0,1,1,37,0,.0246084,.59340715,0,0,1
A0108994,Red Hill Parochial School,2,4218900,Pequea Valley SD,Lancaster PA,42,-75.975266,40.073046,0,1,0,0,14,0,2,1,24,0,.0137807,.59340715,0,0,1
A0503058,Mountain Side School,2,4218900,Pequea Valley SD,Lancaster PA,42,-76.090421,39.98247,0,1,0,0,11,0,3,8,217,13,.0108277,.59340715,0,0,1
A0503112,Shady Glade School,2,4218900,Pequea Valley SD,Lancaster PA,42,-76.076318,40.021054,0,1,0,0,13,0,2,6,282,29,.0127964,.59340715,0,0,1
A0701975,Paradise Lane School,2,4218900,Pequea Valley SD,Lancaster PA,42,-76.147264,40.004638,0,1,0,0,9,0,2,3,42,0,.008859,.59340715,0,0,1
A0902762,Cattail Parochial School,2,4218900,Pequea Valley SD,Lancaster PA,42,-76.069661,40.03703,0,1,0,0,9,0,1,1,19,0,.008859,.59340715,0,0,1
A0903301,Windy Valley School,2,4218900,Pequea Valley SD,Lancaster PA,42,-76.074371,40.060091,0,1,0,0,8,0,1,1,22,0,.0078747,.59340715,0,0,1
A1101921,Blackhorse School,2,4218900,Pequea Valley SD,Lancaster PA,42,-76.119897,39.993827,0,1,0,0,8,0,1,1,13,2,.0078747,.59340715,0,0,1
A1101997,Smiling Ridge School @ Isaac S Stoltzers,2,4218900,Pequea Valley SD,Lancaster PA,42,-76.031767,40.029921,0,1,0,0,9,0,1,1,18,0,.008859,.59340715,0,0,1
A1302656,Amish Road School,2,4218900,Pequea Valley SD,Lancaster PA,42,-76.039715,40.012009,0,1,0,0,11,0,2,5,265,29,.0108277,.59340715,0,0,1
A1302787,Meadow Springs School/Elam Stoltzfus Secretary,2,4218900,Pequea Valley SD,Lancaster PA,42,-76.014136,40.003031,0,1,0,0,13,0,2,3,85,2,.0127964,.59340715,0,0,1
A1302884,Meadowbrook Parochial,2,4218900,Pequea Valley SD,Lancaster PA,42,-76.114344,40.043675,0,1,0,0,9,0,1,2,33,1,.008859,.59340715,0,0,1
A1303031,Summitview Christian School,2,4218900,Pequea Valley SD,Lancaster PA,42,-76.103003,40.038148,0,1,0,0,15,1,1,4,58,1,.0045365,.59340715,0,1,0
A1303081,Waterloo Amish School/Emanuel Stoltzfus Chairman,2,4218900,Pequea Valley SD,Lancaster PA,42,-75.953115,40.029977,0,1,0,0,12,0,1,1,37,0,.011812,.59340715,0,0,1
A1503148,Buena Vista Amish School Elam H Stoltzfus,2,4218900,Pequea Valley SD,Lancaster PA,42,-75.979471,40.02129,0,1,0,0,10,0,1,2,30,0,.0098434,.59340715,0,0,1
A1503178,Colonial Amish School,2,4218900,Pequea Valley SD,Lancaster PA,42,-76.080961,40.04191,0,1,0,0,10,0,1,2,33,0,.0098434,.59340715,0,0,1
A1503244,Harvest Lane Amish School,2,4218900,Pequea Valley SD,Lancaster PA,42,-76.141273,40.044631,0,1,0,0,10,0,1,2,28,0,.0098434,.59340715,0,0,1
A1503328,Meadowbrook Parochial,2,4218900,Pequea Valley SD,Lancaster PA,42,-76.113528,40.044153,0,1,0,0,9,0,1,2,33,1,.008859,.59340715,0,0,1
A1503474,Verdant Valley School/Mervin Stoltzfus Secretary,2,4218900,Pequea Valley SD,Lancaster PA,42,-75.961563,40.060647,0,1,0,0,10,0,2,2,37,0,.0098434,.59340715,0,0,1
A1703003,Clearview School,2,4218900,Pequea Valley SD,Lancaster PA,42,-76.132352,40.027574,0,1,0,0,12,0,1,2,30,0,.011812,.59340715,0,0,1
A1703133,Pleasant Grove School,2,4218900,Pequea Valley SD,Lancaster PA,42,-76.050299,40.040966,0,1,0,0,15,0,1,1,26,0,.014765,.59340715,0,0,1
A1703207,Sunny View School,2,4218900,Pequea Valley SD,Lancaster PA,42,-75.953798,40.099935,0,1,0,0,6,0,2,3,29,0,.005906,.59340715,0,0,1
A1703250,Windy Valley,2,4218900,Pequea Valley SD,Lancaster PA,42,-76.089421,40.06181,0,1,0,0,8,0,1,2,27,0,.0078747,.59340715,0,0,1
A9105536,Centerville Amish School,2,4218900,Pequea Valley SD,Lancaster PA,42,-76.113801,40.05866,0,1,0,0,11,0,1,1,19,0,.0108277,.59340715,0,0,1
A9105582,Countryside School,2,4218900,Pequea Valley SD,Lancaster PA,42,-76.126561,40.06412,0,1,0,0,8,0,1,1,19,0,.0078747,.59340715,0,0,1
A9105694,Harristown School,2,4218900,Pequea Valley SD,Lancaster PA,42,-76.119897,39.993827,0,1,0,0,5,2,1,1,13,2,.0336814,.59340715,0,0,1
A9105696,Harvest Lane School,2,4218900,Pequea Valley SD,Lancaster PA,42,-76.141273,40.044631,0,1,0,0,10,0,1,2,28,0,.0098434,.59340715,0,0,1
A9105719,Hollow Amish School,2,4218900,Pequea Valley SD,Lancaster PA,42,-76.081651,40.05553,0,1,0,0,14,0,1,3,40,0,.0137807,.59340715,0,0,1
A9105805,Meadow Lane School,2,4218900,Pequea Valley SD,Lancaster PA,42,-76.097851,40.064403,0,1,0,0,5,0,1,2,20,0,.0049217,.59340715,0,0,1
A9105859,Muddy Run Amish School,2,4218900,Pequea Valley SD,Lancaster PA,42,-76.158908,40.046092,0,1,0,0,10,0,1,3,75,1,.0098434,.59340715,0,0,1
A9106018,Springhead Amish School/Sam Ebersol Chairman,2,4218900,Pequea Valley SD,Lancaster PA,42,-75.979621,40.03461,0,1,0,0,9,0,1,1,19,0,.008859,.59340715,0,0,1
A9106099,Westfield Amish Parochial School,2,4218900,Pequea Valley SD,Lancaster PA,42,-76.096531,40.03953,0,1,0,0,14,0,1,2,40,1,.0137807,.59340715,0,0,1
A9303921,Newport School,2,4218900,Pequea Valley SD,Lancaster PA,42,-76.093611,40.033133,0,1,0,0,11,0,1,2,40,1,.0108277,.59340715,0,1,0
A9503511,East Gordon School,2,4218900,Pequea Valley SD,Lancaster PA,42,-76.121631,40.021388,0,1,0,0,6,0,1,1,18,0,.005906,.59340715,0,0,1
A9702968,Millwood School,2,4218900,Pequea Valley SD,Lancaster PA,42,-76.018753,40.018018,0,1,0,0,7,0,1,1,61,2,.0068904,.59340715,0,0,1
A9702985,New Milltown Amish Parochial School,2,4218900,Pequea Valley SD,Lancaster PA,42,-76.057141,40.0289,0,1,0,0,11,0,1,2,240,29,.0108277,.59340715,0,0,1
01196588,Little Britain Mennonite School,2,4221810,Solanco SD,Lancaster PA,42,-76.109475,39.781145,0,1,0,0,16,0,2,2,32,0,.0265781,.2834275,0,0,1
01201294,Oak Shade School,2,4221810,Solanco SD,Lancaster PA,42,-76.090411,39.80284,0,1,0,0,9,0,2,1,25,0,.0149502,.2834275,0,0,1
02054145,Bethel Mennonite School,2,4221810,Solanco SD,Lancaster PA,42,-76.156011,39.81545,0,1,0,0,12,0,1,2,436,34,.0199336,.2834275,0,0,1
422181002657,Smith Ms,2,4221810,Solanco SD,Lancaster PA,42,-76.146897,39.895215,0,0,0,1,426,50,3,1,434,50,.4131327,.2834275,0,0,1
422181005054,Swift Ms,2,4221810,Solanco SD,Lancaster PA,42,-76.158155,39.810138,0,0,0,1,418,34,1,1,430,34,.0677741,.2834275,0,0,1
A0109082,Windy Knoll Amish School,2,4221810,Solanco SD,Lancaster PA,42,-76.124296,39.772745,0,1,0,0,7,0,2,1,23,0,.0116279,.2834275,0,0,1
A0502918,Cardinal Wing School,2,4221810,Solanco SD,Lancaster PA,42,-76.19461,39.838698,0,1,0,0,5,0,3,4,37,0,.0083056,.2834275,0,0,1
A0502967,Fairfield School,2,4221810,Solanco SD,Lancaster PA,42,-76.219391,39.79065,0,1,0,0,10,0,2,2,32,0,.0166113,.2834275,0,0,1
A0502977,Forest Ridge School,2,4221810,Solanco SD,Lancaster PA,42,-76.198731,39.74937,0,1,0,0,11,0,2,1,21,0,.0182724,.2834275,0,0,1
A0503005,Hillside School,2,4221810,Solanco SD,Lancaster PA,42,-76.229603,39.92317,0,1,0,0,9,0,2,2,23,0,.0149502,.2834275,0,0,1
A0503057,Mt Pleasant View Amish School,2,4221810,Solanco SD,Lancaster PA,42,-76.098162,39.925755,0,1,0,0,11,0,3,3,52,0,.0182724,.2834275,0,0,1
A0701930,Harmony Ridge School,2,4221810,Solanco SD,Lancaster PA,42,-76.239231,39.78998,0,1,0,0,12,0,2,1,22,0,.0199336,.2834275,0,0,1
A0701977,Parkside Amish School,2,4221810,Solanco SD,Lancaster PA,42,-76.272411,39.81194,0,1,0,0,10,0,3,2,24,1,.0166113,.2834275,0,0,1
A0701980,Picadilly Ridge School,2,4221810,Solanco SD,Lancaster PA,42,-76.168821,39.92339,0,1,0,0,8,0,3,4,460,50,.013289,.2834275,0,0,1
A0903267,Valley Road School,2,4221810,Solanco SD,Lancaster PA,42,-76.054114,39.931116,0,1,0,0,7,0,2,1,32,0,.0116279,.2834275,0,0,1
A1101987,New Providence School,2,4221810,Solanco SD,Lancaster PA,42,-76.199895,39.910075,0,1,0,0,9,0,1,1,18,0,.0149502,.2834275,0,0,1
A1101988,Oak Ridge School,2,4221810,Solanco SD,Lancaster PA,42,-76.200816,39.770506,0,1,0,0,10,0,2,2,31,0,.0166113,.2834275,0,0,1
A1302895,Misty Meadow School,2,4221810,Solanco SD,Lancaster PA,42,-76.076011,39.87358,0,1,0,0,9,0,2,1,18,0,.0149502,.2834275,0,0,1
A1503155,Calvary Christian Academy,2,4221810,Solanco SD,Lancaster PA,42,-76.156831,39.85047,0,1,0,0,8,0,3,4,449,34,.013289,.2834275,0,0,1
A1503175,Clearview Hollow,2,4221810,Solanco SD,Lancaster PA,42,-76.210158,39.879736,0,1,0,0,10,0,3,5,53,0,.0166113,.2834275,0,0,1
A1503329,Meadows Of Hope Christian School,2,4221810,Solanco SD,Lancaster PA,42,-76.254087,39.840965,0,1,0,0,2,1,2,2,19,1,.0190932,.2834275,0,0,1
A1503449,Summit Hill School,2,4221810,Solanco SD,Lancaster PA,42,-76.131834,39.944244,0,1,0,0,8,0,2,1,16,0,.013289,.2834275,0,0,1
A1703104,New Providence School,2,4221810,Solanco SD,Lancaster PA,42,-76.199895,39.910075,0,1,0,0,9,0,1,1,18,0,.0149502,.2834275,0,0,1
A1703128,Pennsy Ridge School,2,4221810,Solanco SD,Lancaster PA,42,-76.212429,39.928441,0,1,0,0,6,0,2,4,41,0,.0099668,.2834275,0,0,1
A1703160,Scalpy Hollow School,2,4221810,Solanco SD,Lancaster PA,42,-76.226397,39.840934,0,1,0,0,10,0,1,1,17,0,.0166113,.2834275,0,0,1
A9105461,Ashville School,2,4221810,Solanco SD,Lancaster PA,42,-76.051826,39.795349,0,1,0,0,13,0,3,2,31,0,.0215947,.2834275,0,0,1
A9105471,Bartville Amish School,2,4221810,Solanco SD,Lancaster PA,42,-76.068511,39.89047,0,1,0,0,9,0,1,1,19,0,.0149502,.2834275,0,0,1
A9105533,Cedar Valley School,2,4221810,Solanco SD,Lancaster PA,42,-76.150821,39.7398,0,1,0,0,10,0,3,1,17,0,.0166113,.2834275,0,0,1
A9105596,Deer Hollow Amish School,2,4221810,Solanco SD,Lancaster PA,42,-76.215451,39.91203,0,1,0,0,8,0,2,4,41,0,.013289,.2834275,0,0,1
A9105617,East Nickle Mines Amish School,2,4221810,Solanco SD,Lancaster PA,42,-76.064671,39.95258,0,1,0,0,25,0,2,2,105,2,.0415282,.2834275,0,0,1
A9105665,Fulton View Amish School,2,4221810,Solanco SD,Lancaster PA,42,-76.144138,39.816062,0,1,0,0,6,0,1,1,18,0,.0099668,.2834275,0,0,1
A9503475,Chestnut Run School,2,4221810,Solanco SD,Lancaster PA,42,-76.228051,39.82648,0,1,0,0,7,0,2,2,24,0,.0116279,.2834275,0,0,1
A9703037,Rynear Rd School,2,4221810,Solanco SD,Lancaster PA,42,-76.054762,39.894348,0,1,0,0,10,0,1,1,19,0,.0166113,.2834275,0,0,1
A9903841,Tanglewood School,2,4221810,Solanco SD,Lancaster PA,42,-76.231451,39.85312,0,1,0,0,7,0,1,1,17,0,.0116279,.2834275,0,0,1
02055091,Somerset Christian School,1,4221840,Somerset Area SD,,42,-79.058491,40.01977,0,1,0,0,45,2,1,1,70,2,.0497806,.07305047,0,0,1
422184000279,Eagle View El Sch,1,4221840,Somerset Area SD,,42,-79.103269,40.009466,0,0,0,1,421,25,1,1,833,45,.5,.07305047,0,0,1
422184004009,Maple Ridge El Sch,1,4221840,Somerset Area SD,,42,-79.099333,40.003217,0,0,0,1,412,20,1,1,833,45,.1964225,.07305047,0,0,1
A1503304,Maple Ridge School,1,4221840,Somerset Area SD,,42,-78.986491,40.05543,0,1,0,0,7,0,5,1,116,0,.0555181,.07305047,0,0,1
A9903562,Apostolic Christian Academy,1,4221840,Somerset Area SD,,42,-79.072889,40.01847,0,1,0,0,25,0,1,1,70,2,.1982788,.07305047,0,0,1
02163085,Mitchell Christian School,3,4648390,Mitchell School District 17-2,,46,-98.036557,43.726559,0,1,0,0,36,0,2,2,837,43,.3,.07556675,0,0,1
464839000442,Mitchell High School - 01,3,4648390,Mitchell School District 17-2,,46,-98.016448,43.718973,0,0,0,1,777,43,2,2,837,43,.5,.07556675,0,0,1
464839001337,Abbott House High School - 07,3,4648390,Mitchell School District 17-2,,46,-98.030245,43.701538,0,0,0,1,24,0,2,2,837,43,.2,.07556675,0,0,1
02067438,Seneca Trail Christian Academy,2,5400390,GREENBRIER COUNTY SCHOOLS,,54,-80.446101,37.727447,0,1,0,0,18,0,4,1,785,54,.0367948,.22988722,0,0,1
540039000050,Eastern Greenbrier Middle School,2,5400390,GREENBRIER COUNTY SCHOOLS,,54,-80.472979,37.773813,0,0,0,1,767,54,4,2,823,56,.5,.22988722,0,0,1
540039001038,Western Greenbrier Middle School,2,5400390,GREENBRIER COUNTY SCHOOLS,,54,-80.667985,37.955694,0,0,0,1,301,4,15,2,400,6,.462115,.22988722,0,0,1
A0503682,Lewisburg Baptist Academy,2,5400390,GREENBRIER COUNTY SCHOOLS,,54,-80.433414,37.815153,0,1,0,0,38,2,4,1,805,56,.0010902,.22988722,0,0,1
02067438,Seneca Trail Christian Academy,3,5400390,GREENBRIER COUNTY SCHOOLS,,54,-80.446101,37.727447,0,1,0,0,27,0,4,1,1138,67,.0596317,.15506138,0,0,1
540039000230,Greenbrier East High School,3,5400390,GREENBRIER COUNTY SCHOOLS,,54,-80.470452,37.775643,0,0,0,1,1111,67,4,2,1161,68,.5,.15506138,0,0,1
540039000232,Greenbrier West High School,3,5400390,GREENBRIER COUNTY SCHOOLS,,54,-80.732789,38.003121,0,0,0,1,376,9,13,1,523,10,.4336565,.15506138,0,0,1
A0503682,Lewisburg Baptist Academy,3,5400390,GREENBRIER COUNTY SCHOOLS,,54,-80.433414,37.815153,0,1,0,0,23,1,4,1,1134,68,.0067118,.15506138,0,0,1
01507176,St Charles Parish School,1,5506140,Hartland-Lakeside J3 School District,Milwaukee-Waukesha-West Allis WI,55,-88.337921,43.10808,0,1,0,0,139,3,1,4,743,40,.2454268,.21106821,0,1,0
01515868,Zion Lutheran School,1,5506140,Hartland-Lakeside J3 School District,Milwaukee-Waukesha-West Allis WI,55,-88.331761,43.1036,0,1,0,0,19,1,1,3,474,26,.0015244,.21106821,0,1,0
550614002257,North Elementary,1,5506140,Hartland-Lakeside J3 School District,Milwaukee-Waukesha-West Allis WI,55,-88.342429,43.106947,0,0,0,1,254,16,1,4,743,40,.1768293,.21106821,0,1,0
550614002258,South Elementary,1,5506140,Hartland-Lakeside J3 School District,Milwaukee-Waukesha-West Allis WI,55,-88.334931,43.088421,0,0,0,1,259,9,1,1,345,16,.2545732,.21106821,0,1,0
550614002845,Hartland School Of Community Learning,1,5506140,Hartland-Lakeside J3 School District,Milwaukee-Waukesha-West Allis WI,55,-88.335216,43.08813,0,0,1,0,86,7,1,1,345,16,.1539634,.21106821,0,1,0
550614002913,Hartland Fine Arts Leadership Academy,1,5506140,Hartland-Lakeside J3 School District,Milwaukee-Waukesha-West Allis WI,55,-88.34226,43.107005,1,0,0,0,62,6,1,4,743,40,.1676829,.21106821,0,1,0
01508329,St Mary Of The Immaculate Conception School,2,5506600,Hortonville Area School District,Appleton WI,55,-88.536851,44.32696,0,1,0,0,27,3,3,1,460,35,.0725373,.24066092,0,1,0
01513725,Bethlehem Evangelical Lutheran School,2,5506600,Hortonville Area School District,Appleton WI,55,-88.638611,44.33566,0,1,0,0,10,0,1,2,394,12,.0238806,.24066092,0,0,1
01933761,Immanuel Evangelical Lutheran School,2,5506600,Hortonville Area School District,Appleton WI,55,-88.554651,44.287,0,1,0,0,64,1,2,1,497,33,.1071642,.24066092,0,0,1
550660002408,Hortonville Middle,2,5506600,Hortonville Area School District,Appleton WI,55,-88.62922,44.338369,0,0,0,1,325,12,1,2,394,12,.2280597,.24066092,0,0,1
550660002573,Greenville Middle,2,5506600,Hortonville Area School District,Appleton WI,55,-88.532826,44.292269,0,0,0,1,433,32,2,1,497,33,.4274627,.24066092,0,1,0
550660002854,Fox West Academy,2,5506600,Hortonville Area School District,Appleton WI,55,-88.628904,44.340511,1,0,0,0,59,0,1,2,394,12,.1408955,.24066092,0,0,1
01511331,St John'S Lutheran School,1,5509870,Montello School District,,55,-89.319261,43.79135,0,1,0,0,35,1,1,2,306,17,.2096273,.12299465,0,0,1
550987001302,Forest Lane Community School,1,5509870,Montello School District,,55,-89.322211,43.796286,0,0,0,1,268,16,1,2,306,17,.5,.12299465,0,0,1
550987003016,Montello Virtual Charter School,1,5509870,Montello School District,,55,-89.322211,43.796286,1,0,0,0,3,0,1,2,306,17,.0395963,.12299465,0,0,1
A9106933,Log Cabin School,1,5509870,Montello School District,,55,-89.274004,43.643425,0,1,0,0,19,0,4,1,31,0,.2507764,.12299465,0,0,1
01512991,Christ Lutheran School,2,5510060,Mukwonago School District,Milwaukee-Waukesha-West Allis WI,55,-88.208681,42.88201,0,1,0,0,24,0,1,1,94,3,.0803601,.132618,0,1,0
01514693,St Johns Evangelical Lutheran School,2,5510060,Mukwonago School District,Milwaukee-Waukesha-West Allis WI,55,-88.342987,42.87529,0,1,0,0,30,0,1,2,863,41,.1004501,.132618,0,0,1
551006001315,Big Bend Elementary,2,5510060,Mukwonago School District,Milwaukee-Waukesha-West Allis WI,55,-88.209883,42.886994,0,0,0,1,70,3,1,1,94,3,.0389176,.132618,0,1,0
551006001316,Clarendon Avenue Elementary,2,5510060,Mukwonago School District,Milwaukee-Waukesha-West Allis WI,55,-88.330369,42.872444,0,0,0,1,79,2,1,2,863,41,.1342079,.132618,0,0,1
551006001320,Park View Middle,2,5510060,Mukwonago School District,Milwaukee-Waukesha-West Allis WI,55,-88.336229,42.873068,0,0,0,1,754,39,1,2,863,41,.0164123,.132618,0,0,1
551006001321,Prairie View Elementary,2,5510060,Mukwonago School District,Milwaukee-Waukesha-West Allis WI,55,-88.40631,42.92653,0,0,0,1,44,5,3,2,128,14,.1784499,.132618,0,0,1
551006002251,Rolling Hills Elementary,2,5510060,Mukwonago School District,Milwaukee-Waukesha-West Allis WI,55,-88.389234,42.877404,0,0,0,1,78,2,2,1,155,10,.1308596,.132618,0,0,1
551006002307,Section Elementary,2,5510060,Mukwonago School District,Milwaukee-Waukesha-West Allis WI,55,-88.381584,42.892575,0,0,0,1,77,8,2,1,155,10,.2634208,.132618,0,0,1
551006003354,Eagleville Charter School,2,5510060,Mukwonago School District,Milwaukee-Waukesha-West Allis WI,55,-88.433794,42.858989,1,0,0,0,24,1,3,2,48,4,.0152047,.132618,0,0,1
A0303383,Natures Classroom Institute & Montessori School,2,5510060,Mukwonago School District,Milwaukee-Waukesha-West Allis WI,55,-88.424084,42.892061,0,1,0,0,7,1,3,5,247,19,.041717,.132618,0,0,1
01506933,St Leonard School,2,5510170,Muskego-Norway School District,Milwaukee-Waukesha-West Allis WI,55,-88.132036,42.902793,0,1,0,0,39,1,2,1,592,38,.0722885,.12349945,0,1,0
01512299,St Pauls Lutheran School,2,5510170,Muskego-Norway School District,Milwaukee-Waukesha-West Allis WI,55,-88.091551,42.924,0,1,0,0,54,0,1,1,145,7,.1926207,.12349945,0,1,0
551017001330,Bay Lane Middle,2,5510170,Muskego-Norway School District,Milwaukee-Waukesha-West Allis WI,55,-88.118112,42.908136,0,0,0,1,553,37,2,1,592,38,.5,.12349945,0,1,0
551017001850,Lake Denoon Middle,2,5510170,Muskego-Norway School District,Milwaukee-Waukesha-West Allis WI,55,-88.181947,42.852677,0,0,0,1,553,26,2,1,614,30,.2350909,.12349945,0,1,0
01511058,St Mary School,1,5510620,New Richmond School District,Minneapolis-St. Paul-Bloomington MN-WI,55,-92.544231,45.12075,0,1,0,0,68,1,1,1,607,23,.1572093,.10657282,0,0,1
551062000225,New Richmond Paperjack Elementary,1,5510620,New Richmond School District,Minneapolis-St. Paul-Bloomington MN-WI,55,-92.5227,45.112884,0,0,0,1,332,18,1,2,1450,76,.0744186,.10657282,0,0,1
551062001389,New Richmond Starr Elementary,1,5510620,New Richmond School District,Minneapolis-St. Paul-Bloomington MN-WI,55,-92.533786,45.11281,0,0,0,1,539,22,1,3,1518,77,.3427907,.10657282,0,0,1
551062002789,New Richmond Hillside Elementary,1,5510620,New Richmond School District,Minneapolis-St. Paul-Bloomington MN-WI,55,-92.52548,45.10168,0,0,0,1,579,36,1,2,1450,76,.4255814,.10657282,0,0,1
01510407,St Luke Elementary School,1,5514250,River Valley School District,,55,-90.049486,43.276413,0,1,0,0,56,1,7,1,104,1,.1751851,.21400015,0,0,1
01510495,St John The Evangelist School,1,5514250,River Valley School District,,55,-90.069221,43.17813,0,1,0,0,48,0,1,1,365,22,.2284103,.21400015,0,0,1
551425001851,River Valley Arena Community Elementary,1,5514250,River Valley School District,Madison WI,55,-89.912022,43.162465,1,0,0,0,97,4,8,1,261,14,.0964046,.21400015,0,0,1
551425002346,River Valley Elementary,1,5514250,River Valley School District,,55,-90.079438,43.178737,0,0,0,1,317,22,1,1,365,22,.5,.21400015,0,0,1
