schoolid,lon,lat,population,compareMedian
010114000424,-85.8142289999999974,34.5643600000000006,222,below
010114000425,-85.6141279999999938,34.5641170000000031,120,below
010114002357,-85.9878910000000047,34.2969340000000003,437,above
010117000081,-87.0196849999999955,34.559541000000003,872,below
010117000428,-86.9938879999999983,34.5865760000000009,340,above
010117000433,-86.966038999999995,34.5878170000000011,662,below
010120000439,-87.8336670000000055,32.5096709999999973,537,above
010123000447,-85.4208320000000043,31.2421410000000002,485,above
010123001500,-85.4344980000000049,31.2047689999999989,601,above
010129000102,-86.2216439999999977,32.5474869999999967,777,below
010129001432,-86.0253699999999952,32.6343109999999967,365,below
010129001451,-86.3249480000000062,32.630155000000002,379,below
010129001660,-86.3620240000000052,32.4983539999999991,898,below
010129002142,-86.2149730000000005,32.5477459999999965,126,below
010132000474,-85.8381519999999938,31.3115309999999987,436,below
010132000475,-85.8533309999999972,31.3372899999999994,640,below
010132000476,-85.8746009999999984,31.3292399999999986,4,below
010132000478,-85.8542939999999959,31.3220610000000015,126,below
010132000479,-85.8457350000000048,31.3381919999999994,112,below
010132000480,-85.8371860000000027,31.305333000000001,95,below
010132000481,-85.817805000000007,31.3269400000000005,91,below
010132001719,-85.8145880000000005,31.3361550000000015,61,below
010135000485,-87.4946529999999996,31.0458970000000001,369,above
010135000487,-87.269882999999993,31.0060059999999993,147,below
010135000488,-87.4622810000000044,31.2243719999999989,30,below
010135000489,-87.170527000000007,31.0603300000000004,85,below
010135001504,-87.2686580000000021,31.0043299999999995,63,below
010135001506,-87.0648520000000019,31.0840339999999991,333,below
010138000494,-85.9995619999999974,34.1437110000000033,30,below
010138000496,-85.9268399999999986,34.0683140000000009,161,below
010138000500,-85.8722170000000062,33.9946819999999974,303,below
010138000501,-86.1255040000000065,34.0361040000000017,18,below
010138000503,-85.9893189999999947,34.0814239999999984,20,below
010138000507,-86.3023029999999949,34.0634299999999968,131,below
010138000508,-86.2621199999999959,34.030619999999999,52,below
010138001507,-85.9352039999999988,33.9685520000000025,249,below
010138001508,-86.0620930000000044,33.9472060000000013,713,below
010138002351,-86.1186409999999967,34.1767439999999994,415,below
010141000513,-85.1412320000000022,31.9151640000000008,599,above
010144000515,-86.9058100000000025,33.4904659999999979,58,above
010144000516,-86.9082800000000049,33.491219000000001,249,above
010144000518,-86.9277859999999976,33.4596390000000028,47,above
010144000519,-86.9145639999999986,33.477603000000002,47,above
010147000521,-87.5989739999999983,33.6629530000000017,82,below
010147000523,-87.8264410000000027,33.6889680000000027,330,below
010147000525,-87.7422810000000055,33.8295219999999972,87,below
010147001512,-87.6012429999999966,33.6645309999999967,49,below
010153000536,-87.6722390000000047,34.8105070000000012,725,below
010153001664,-87.6953709999999944,34.8215000000000003,312,below
010159000541,-87.8653110000000055,34.4748590000000021,103,below
010159000542,-87.5990270000000066,34.3842429999999979,66,below
010159000544,-87.7068529999999953,34.3500790000000009,121,below
010159000545,-88.1381389999999954,34.4353589999999983,210,below
010159000547,-87.621073999999993,34.5256940000000014,57,below
010159000548,-88.0592690000000005,34.3743020000000001,77,below
010159001861,-87.7105339999999956,34.3501130000000003,57,below
010159001869,-87.6191259999999943,34.5257709999999989,129,below
010162000552,-85.9652959999999951,34.0020110000000031,202,above
010162000553,-86.011179999999996,34.0061699999999973,449,above
010162000559,-86.0365379999999931,34.0229789999999994,414,below
010164001788,-85.8812190000000015,31.0436319999999988,291,below
010166001772,-86.0501550000000037,31.1176190000000013,150,below
010166001792,-85.7001530000000003,31.0958320000000015,170,below
010166001794,-85.6016060000000039,31.0984830000000017,277,below
010168000578,-88.0290339999999958,32.7913690000000031,98,above
010168001520,-87.8739499999999936,32.8326419999999999,161,above
